execution_id,artifact_type,cid,client_id,payload_bytes,retrieval_ms,round,upload_ms,verified
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B7,model,bafkreidx4bxgmjkwvo7u53upchpv66oaz2mrtjr2jqy24tigp7cchdk5ke,0,2204,0.8277500164695084,1,29.212833964265883,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B7,metrics,bafkreihxjnwjqr6eiyzb6c4ftnp4pfdz6ootrzfe6z2hfxjwx63nj5oysi,0,207,0.7679999689571559,1,32.95833303127438,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B7,metadata,bafkreif5np5h5ojvx7eplncbmufoqzv73yi6evzggwlqt4enfhb6cwsqxm,0,91,0.6918750004842877,1,35.001249983906746,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B7,bound_manifest,bafkreibsrzn2vdqoyp67yqsxwrx6xy4ppoe7rs5mzxwkg6tsklmtz3zuka,0,340,1.140834006946534,1,40.98995798267424,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B7,proof,bafkreicdy6u7nyhthf7bugwt5tzqhahumv22jcv7mnva7qvkr6ho633qfq,0,124,4.581790999509394,1,43.11062500346452,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B7,public,bafkreiewyskhri5efu372zvyzph2kpjzex6qzu7n7nucsdmtxtqutgxfzm,0,296,2.1440410055220127,1,39.935292035806924,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B7,submission_manifest,bafkreigxm5e7aqfmihqzuuptwnuu3pxwwtvsqjst6fg5uuyevtbjb74d7y,0,545,2.508041972760111,1,36.09412495279685,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B7,model,bafkreihad5yl43jkaplk7otznk3ggjbq7sifwfchcdtt5zzrjl5hkvfala,1,2156,1.0903329821303487,1,31.131208001170307,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B7,metrics,bafkreieefl5ibmisfn5dkxgvj3unytdv36t5zpel5j35vjtjp3ajndztpi,1,222,1.1001249658875167,1,31.83641697978601,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B7,metadata,bafkreihrcpq52g3n6phhnaad7jqgvtuvp4vepblbldxomtuh5jkvidezhi,1,91,1.7855840269476175,1,31.96383302565664,True
